smiles,carcino,dili,genotox
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,,,0.0
Cc1c(O)cccc1O,,,0.0
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,,,0.0
Clc1cc(Cl)c(Cl)nc1Cl,,,0.0
Cc1cccnc1,,,0.0
CCc1ccc(C)nc1,,,0.0
Clc1ccccn1,,,0.0
CC(=NC#N)N(C)Cc1ccc(Cl)nc1,,,0.0
CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1,,,0.0
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,,,0.0
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,,,0.0
CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,,,0.0
CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,,,0.0
CCOC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,,,0.0
CC(C)=CCCC(C)=CCCC(C)=CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,,,0.0
CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,,,0.0
O=Cc1ccc(CO)o1,,,0.0
O=[N+]([O-])C=Cc1ccco1,,,0.0
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,,,0.0
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,,,0.0
C=C(C)C1CC=C(C=O)CC1,,,0.0
CCCC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,,,0.0
COc1ccc(C(=O)c2ccccc2)c(O)c1,,,0.0
O=C(c1ccccc1)c1ccccc1,,,0.0
CCCCOCC1CO1,,,0.0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,,,0.0
Nc1cccc2c1C(=O)c1ccccc1C2=O,,,0.0
CC(C)Nc1nc(Cl)nc(NCC(=O)O)n1,,,0.0
OCc1c[nH]c2ccccc12,,,0.0
CCSC(=O)N(CC)C1CCCCC1,,,0.0
ClN1CCCCC1,,,0.0
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,,,0.0
C#CCNC(=NCCSCc1nc[nH]c1C)NC#N,,,0.0
Cc1cnc[nH]1,,,0.0
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,,,0.0
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,,,0.0
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1CCCl,,,0.0
O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,,,0.0
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,,,0.0
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,,0.0
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O,,,0.0
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,,,0.0
CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,,,0.0
Nc1nc2ccc(OC(F)(F)F)cc2s1,,,0.0
Nc1nc2cc(Cl)c(Cl)cc2s1,,,0.0
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O,,,0.0
CNC(=O)Oc1cccc2c1OC(C)(C)C2,,,0.0
CC1(C)Cc2cccc(O)c2O1,,,0.0
CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,,,0.0
CC12CC3CC(C)(C1)CC(N)(C3)C2,,,0.0
OCC1COCO1,,,0.0
CC(I)C1OCC(CO)O1,,,0.0
CC(C)CCCC(C)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C,,,0.0
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,,,0.0
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,,,0.0
CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,,0.0
CC(OC1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,,0.0
CCCC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21,,,0.0
CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,,,0.0
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,,,0.0
CCC12COCN1COC2,,,0.0
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F,,,0.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,,,0.0
O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,,,0.0
CCON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nsc(NP(=O)([O-])O)n1,,,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,,,0.0
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,,,0.0
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,,,0.0
S=c1[nH]c2ccccc2[nH]1,,,0.0
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,,,0.0
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,,,0.0
O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)ccc(Cl)c21,,,0.0
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,,,0.0
CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,,,0.0
CNC(=O)Oc1cccc2c1OC(C)(C)C2=O,,,0.0
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,,0.0
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,,,0.0
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,,,0.0
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,,,0.0
O=C1NC2NC(=O)NC2N1,,,0.0
O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],,,0.0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,,,0.0
ON=C1CCCCC1,,,0.0
C1COCOC1,,,0.0
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,,,0.0
CSC(=O)c1cccc2nnsc12,,,0.0
COc1cccc(C2(O)CCCCC2CN(C)C)c1,,,0.0
CCN(CC)CCS(=O)(=O)C1CCN2C(=O)c3coc(n3)CC(=O)CC(O)C=C(C)C=CCNC(=O)C=CC(C)C(C(C)C)OC(=O)C12,,,0.0
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,,,0.0
O=C1c2ccccc2NC(c2ccc([N+](=O)[O-])o2)N1O,,,0.0
COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(=CNN2CCN(C3CCCC3)CC2)C(=C4O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,,,0.0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,,0.0
CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,,,0.0
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,,,0.0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,,,0.0
O=C1C(c2[nH]c3ccccc3c2O)=Nc2ccccc21,,,0.0
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,,,0.0
CN1CSC(=S)N(C)C1,,,0.0
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,,,0.0
O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1,,,0.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,,,0.0
CCCCCCCC1CCC(=O)O1,,,0.0
CC1=CC(=O)C=C2CCC3C4CCC(=O)C4(C)CCC3C12C,,,0.0
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,,,0.0
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,,,0.0
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,,,0.0
O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,,,0.0
CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,,,0.0
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,,,0.0
CC(C)=C1CCC(C)CC1=O,,,0.0
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,,,0.0
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,,,0.0
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,,,0.0
C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,,,0.0
N#CCC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],,,0.0
