stdsmiles_v2,smiles_tautomer,carcino,dili,genotox
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1.0,1.0,1.0
CC1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,CC1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,1.0,,
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(O)nc3O)cc1)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2,,1.0,0.0
CC=C(C)C,CC=C(C)C,,,1.0
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,,0.0,
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,,0.0,0.0
CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,0.0,
CCCCCCCCCc1ccc(OCCOCCO)cc1,CCCCCCCCCc1ccc(OCCOCCO)cc1,0.0,,
COc1ccc2cc(CCC(C)=O)ccc2c1,COc1ccc2cc(CCC(C)=O)ccc2c1,,0.0,0.0
CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,CCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,,0.0,
Cc1cc(C)c(N)cc1C,Cc1cc(C)c(N)cc1C,1.0,,
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,1.0,0.0,1.0
CN(C)C(=O)Nc1ccc(Cl)cc1,CN(C)C(=O)Nc1ccc(Cl)cc1,1.0,,1.0
COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,COC1=C2C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(OC)C3(C)C1=O)C2(C)C,,1.0,1.0
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,,0.0,
N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,,1.0,
ClC(Cl)C(Cl)(Cl)Cl,ClC(Cl)C(Cl)(Cl)Cl,,,0.0
CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,,1.0,0.0
C=CCc1cc(OC)c2c(c1)OCO2,C=CCc1cc(OC)c2c(c1)OCO2,,,0.0
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,,1.0,
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,,1.0,
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,,1.0,
OCC1COCO1,OCC1COCO1,,,0.0
Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,0.0,,
O=C1N=S(=O)(O)c2ccccc21,O=C1N=S(=O)(O)c2ccccc21,1.0,,
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,,1.0,
Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1nnc2c(C(N)=O)ncn2c1=O,,1.0,
Cc1cccc(C)c1NC1=NCCCS1,Cc1cccc(C)c1N=C1NCCCS1,0.0,,
CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,,,0.0
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,0.0,0.0,
CC(=NO)C(C)NCC(C)(C)CNC(C)C(C)=NO,CC(=NO)C(C)NCC(C)(C)CNC(C)C(C)=NO,,0.0,
CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1,CCOC(=Nc1ccc(C(=O)O)cc1)C(O)c1ccc(-c2ccccc2)cc1,,1.0,
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,,1.0,
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CCC(O)CC(O)CC(=O)O,,1.0,
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,,0.0,0.0
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,,0.0,
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,,0.0,1.0
C1C2OC2C2C1C1CC2C2OC12,C1C2OC2C2C1C1CC2C2OC12,0.0,,
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,,1.0,0.0
ClCC1CO1,ClCC1CO1,1.0,,0.0
O=C1C=Cc2cc(S(=O)(=O)O)ccc2C1=NNc1ccc(S(=O)(=O)O)cc1,O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3cc(S(=O)(=O)O)ccc23)cc1,0.0,,0.0
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,,0.0,0.0
O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,Oc1c(C2=CCC(c3ccc(Cl)cc3)CC2)c(O)c2ccccc2c1O,,0.0,0.0
N[S+](=O)([O-])c1cc(Cl)c(Cl)c([S+](N)(=O)[O-])c1,N[S+](=O)([O-])c1cc(Cl)c(Cl)c([S+](N)(=O)[O-])c1,,0.0,
CC(=O)Oc1ccccc1C(=O)O,CC(=O)Oc1ccccc1C(=O)O,0.0,,0.0
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1.0,,
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,,1.0,
CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,,0.0,
O=C1c2ccccc2C(=O)c2c(O)cccc21,O=C1c2ccccc2C(=O)c2c(O)cccc21,1.0,,
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,,,1.0
CC12CC3CC(C)(C1)CC(N)(C3)C2,CC12CC3CC(C)(C1)CC(N)(C3)C2,,,0.0
Cc1cccc(C)c1NC(=O)C(C)N,Cc1cccc(C)c1NC(=O)C(C)N,,,0.0
CC(=O)CN(N=O)C(N)=O,CC(=O)CN(N=O)C(N)=O,0.0,,
Nc1ccc2nc3ccccn3c2n1,Nc1ccc2nc3ccccn3c2n1,1.0,,
CC(=O)C=Cc1ccccc1,CC(=O)C=Cc1ccccc1,,,0.0
CNCCCC1c2ccccc2C=Cc2ccccc21,CNCCCC1c2ccccc2C=Cc2ccccc21,,0.0,
Nc1ccc(Cl)cc1N,Nc1ccc(Cl)cc1N,1.0,,1.0
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0.0,,1.0
O=NN1CCCCC1c1cccnc1,O=NN1CCCCC1c1cccnc1,1.0,,
O=c1nc[nH]c2c1ncn2C1CCC(CO)O1,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,,1.0,0.0
O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,,1.0,
CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCCCC,0.0,,
CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)OC2C)C(O)CC1OC1CC(O)C(O)C(C)O1,CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)OC2C)C(O)CC1OC1CC(O)C(O)C(C)O1,,0.0,
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,,1.0,0.0
CC(=O)Nc1nnc(S(N)(=O)=O)s1,CC(=O)Nc1nnc(S(N)(=O)=O)s1,,1.0,
COC(C)(C)C,COC(C)(C)C,1.0,,
COP(=O)(OC)N1CCOCC1,COP(=O)(OC)N1CCOCC1,1.0,,
C=CCN1CCCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,C=CCN1CCCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,,0.0,
Nc1cc(S(=O)(=O)O)cc2c1C(=O)C(=NNc1ccc(-c3ccc(NN=C4C(=O)c5c(N)cc(S(=O)(=O)O)cc5C=C4S(=O)(=O)O)cc3)cc1)C(S(=O)(=O)O)=C2,Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)O)cc6cc(S(=O)(=O)O)cc(N)c6c5O)cc4)cc3)c(O)c12,1.0,,
Nc1ccc(N)cc1,Nc1ccc(N)cc1,0.0,,0.0
Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,0.0,0.0,
CC1=C2C(=COC(C)C2C)C(=O)C(C(=O)O)=C1O,CC1=c2c(C)c(O)c(C(=O)O)c(O)c2=COC1C,1.0,,
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,,1.0,
CCOc1cc(C=O)ccc1O,CCOc1cc(C=O)ccc1O,,,0.0
O=P(O)(OCC(Br)CBr)OCC(Br)CBr,O=P(O)(OCC(Br)CBr)OCC(Br)CBr,1.0,,
CCCCCCCCCCCCCCN(C)N=O,CCCCCCCCCCCCCCN(C)N=O,1.0,,
OC1C(O)C(O)C(O)C(O)C1O,OC1C(O)C(O)C(O)C(O)C1O,,0.0,
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,0.0,0.0,
COc1ccc(N)c(C)c1,COc1ccc(N)c(C)c1,1.0,,
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,,0.0,
C=CCOc1ccccc1OCC(O)CNC(C)C,C=CCOc1ccccc1OCC(O)CNC(C)C,0.0,0.0,1.0
CC1OC(OC2C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,CC1OC(OC2C(CO)OC(OC(C(=O)C(O)CO)C(O)CO)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,,1.0,
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,,,0.0
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,,0.0,1.0
COc1ccccc1[N+](=O)[O-],COc1ccccc1[N+](=O)[O-],1.0,,
CC(C(=O)ONC(CCC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F)C(=O)C(=O)Nc1ccccc1C(C)(C)C,CC(C(=O)ONC(CCC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F)C(=O)C(=O)Nc1ccccc1C(C)(C)C,,0.0,
NC1=NC(O)C2C3OC4(O)OC(C(O)C2(N1)C4O)C3(O)CO,NC1=NC(O)C2C3OC4(O)OC(C(O)C2(N1)C4O)C3(O)CO,,,0.0
CCOC(=O)n1ccn(C)c1=S,CCOC(=O)n1ccn(C)c1=S,,1.0,
ClCC(Cl)CCl,ClCC(Cl)CCl,1.0,,
O=C1C(=C2Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,O=C1C(c2[nH]c3ccc(S(=O)(=O)O)cc3c2O)=Nc2ccc(S(=O)(=O)O)cc21,0.0,,
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1.0,1.0,1.0
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,,1.0,
O=C1C=Cc2ccccc2C1=NNc1ccc2ccccc2c1S(=O)(=O)O,O=S(=O)(O)c1c(N=Nc2c(O)ccc3ccccc23)ccc2ccccc12,0.0,,
OCC(CO)(CBr)CBr,OCC(CO)(CBr)CBr,1.0,,
CC1CCCC(C(C)C2CNCN2)C1C,CC1CCCC(C(C)C2CNCN2)C1C,,1.0,
ClN1CCCCC1,ClN1CCCCC1,,,0.0
Nc1nc(-c2ccccc2)c(Br)c(=O)[nH]1,Nc1nc(-c2ccccc2)c(Br)c(=O)[nH]1,,,1.0
O=C1OC(C(O)CO)C(O)=C1O,OCC(O)c1oc(O)c(O)c1O,0.0,,1.0
CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,,1.0,0.0
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,0.0,1.0,0.0
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,,1.0,
CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC,,1.0,
COP(=S)(OC)SCn1nnc2ccccc2c1=O,COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.0,,
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,,,0.0
CCCCCCCCCCC(C)c1ccc(S(=O)(=O)O)cc1,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)O)cc1,0.0,,
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1.0,,
NC(CC(=O)O)C(=O)O,NC(CC(=O)O)C(=O)O,0.0,,0.0
Cc1c(-c2cnccn2)ssc1=S,Cc1c(-c2cnccn2)ssc1=S,0.0,,
COC(=O)C(C)(C)Oc1ccc(-c2ccc(Cl)cc2)cc1,COC(=O)C(C)(C)Oc1ccc(-c2ccc(Cl)cc2)cc1,1.0,,
Nc1ncnc2c1nc(Cl)n2C1OC2COP(=O)(O)OC2C1O,Nc1ncnc2c1nc(Cl)n2C1OC2COP(=O)(O)OC2C1O,,,1.0
N#Cc1ccc(C2CCCc3cncn32)cc1,N#Cc1ccc(C2CCCc3cncn32)cc1,0.0,,
CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,,,0.0
CSCCC=O,CSCCC=O,,,1.0
CC(C)C(Br)C(=O)NC(N)=O,CC(C)C(Br)C(=O)NC(N)=O,,1.0,
O=P1(N(CCCl)CCCl)NCCCO1,O=P1(N(CCCl)CCCl)NCCCO1,1.0,1.0,1.0
COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,,1.0,
C=CC(=O)NCO,C=CC(=O)NCO,0.0,,0.0
Cc1cc(O)ccc1O,Cc1cc(O)ccc1O,0.0,,
ClCc1cccnc1,ClCc1cccnc1,1.0,,0.0
CCCCNC(N)=O,CCCCNC(N)=O,0.0,,
CN(N=O)c1ccncc1,CN(N=O)c1ccncc1,0.0,,
CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,,0.0,
CS(=O)(=O)OCCCCOS(C)(=O)=O,CS(=O)(=O)OCCCCOS(C)(=O)=O,0.0,1.0,1.0
CCOc1ccc(NC(C)=O)cc1,CCOc1ccc(NC(C)=O)cc1,1.0,1.0,1.0
CNNCc1ccc(C(=O)NC(C)C)cc1,CNNCc1ccc(C(=O)NC(C)C)cc1,1.0,1.0,1.0
CCNNC(=O)C1C(c2cc(OC)c(OC)c(OC)c2)c2cc3c(cc2C(O)C1CO)OCO3,CCNNC(=O)C1C(c2cc(OC)c(OC)c(OC)c2)c2cc3c(cc2C(O)C1CO)OCO3,0.0,,
O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,,0.0,0.0
COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,,1.0,
C1COC(NC(C2CC2)C2CC2)=N1,C1COC(=NC(C2CC2)C2CC2)N1,,1.0,
C=C1C2CCC(C2)C1(C)C,C=C1C2CCC(C2)C1(C)C,,,0.0
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.0,,
CC12CCC3c4ccc(OC(=O)c5ccc(N(CCCl)CCCl)cc5)cc4CCC3C1CCC2OC(=O)c1ccc(N(CCCl)CCCl)cc1,CC12CCC3c4ccc(OC(=O)c5ccc(N(CCCl)CCCl)cc5)cc4CCC3C1CCC2OC(=O)c1ccc(N(CCCl)CCCl)cc1,,0.0,
OCC1CO1,OCC1CO1,1.0,,1.0
CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,,0.0,
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,,1.0,
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1,0.0,,0.0
O=[N+]([O-])c1ccc2c3c(cccc13)CC2,O=[N+]([O-])c1ccc2c3c(cccc13)CC2,1.0,,
Cc1cccc(C(C)c2cnc[nH]2)c1C,Cc1cccc(C(C)c2c[nH]cn2)c1C,,,1.0
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,,1.0,
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,,,1.0
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,,0.0,
CC(C)=NNc1ncc(-c2ccc([N+](=O)[O-])o2)s1,CC(C)=NNc1ncc(-c2ccc([N+](=O)[O-])o2)s1,1.0,,
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2OC(C)=O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2OC(C)=O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,,1.0,
COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,0.0,,
O=C1NS(=O)(=O)c2ccccc21,O=C1NS(=O)(=O)c2ccccc21,0.0,,
NC(=O)N(CCF)N=O,NC(=O)N(CCF)N=O,1.0,,
CN(CC(=O)O)C(=N)N,CN(CC(=O)O)C(=N)N,,0.0,
O=NN1CCNCC1,O=NN1CCNCC1,1.0,,
CNC(=O)Oc1cccc2ccccc12,CNC(=O)Oc1cccc2ccccc12,1.0,0.0,
CC(C)OC(=O)Nc1cccc(Cl)c1,CC(C)OC(=O)Nc1cccc(Cl)c1,0.0,,
COC1C(CO)OC(OCC2OC(OC3C(CO)OC(C)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2OCCO)C(O)C1O,COC1C(CO)OC(OCC2OC(OC3C(CO)OC(C)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2OCCO)C(O)C1O,,0.0,
CC(=O)CN(C)N=O,CC(=O)CN(C)N=O,1.0,,
CCOC1OC(=O)CC1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12,CCOC1OC(=O)CC1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12,,1.0,
Cc1cc(Cl)ccc1N,Cc1cc(Cl)ccc1N,0.0,,
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0.0,1.0,0.0
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,,1.0,
c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,,,0.0
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,,0.0,
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,,0.0,
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,,0.0,
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,0.0,0.0,1.0
ClC(Cl)=C(Cl)Cl,ClC(Cl)=C(Cl)Cl,,1.0,0.0
CC(C)Cc1ccc(CC(=O)O)cc1,CC(C)Cc1ccc(CC(=O)O)cc1,,1.0,
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,0.0,1.0,
Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,,1.0,0.0
O=[N+]([O-])c1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1,0.0,,
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,1.0,1.0,1.0
NC(=O)C1CSSCCC(=O)NC(CCCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)N1,N=C(N)NCCCCC1NC(=O)CCSSCC(C(N)=O)NC(=O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(=O)O)NC(=O)CNC1=O,,0.0,0.0
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,,0.0,
CC1CC2(OC2C)C(=O)OC2CCN(C)CC=C(COC(=O)C1(C)O)C2=O,CC1CC2(OC2C)C(=O)OC2CCN(C)CC=C(COC(=O)C1(C)O)C2=O,1.0,,
COc1cc(C=CC(=O)OCCc2ccccc2)ccc1O,COc1cc(C=CC(=O)OCCc2ccccc2)ccc1O,0.0,,
O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12,,1.0,
Cc1ccc(N)c(C)c1,Cc1ccc(N)c(C)c1,0.0,,
O=NN(O)c1ccccc1,O=NN(O)c1ccccc1,1.0,,
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0.0,,
