草药名称,成分集合,靶点集合,特征集合,毒性标签
芦荟根,C0055;C0090;C0114;C0243;C0291;C0333;C0749;C1178;C1203;C1220;C1221;C1241,T00CXT;T00EP2;T00H7Q;T00OVG;T01QLH;T02GD4;T02P7Q;T02QBS;T03CZ8;T03TJ0;T04H8Y;T04OY0;T04WT7;T04YQC;T05O6O;T06JXV;T06MXL;T06PVX;T06RMZ;T06VX0;T07NML;T08B2M;T08Q7W;T09GFP;T09H2Z;T10RBK;T11AJ4;T11BI7;T11GHO;T11OU8;T11ZYR;T12PIB;T12T4H;T13KGH;T14ENF;T15N66;T16A2X;T16K98;T16UHV;T16UZ4;T18CWB;T20IHC;T21DZX;T21TC9;T22JG3;T22OPB;T23P74;T23RWU;T23TJV;T23VMI;T24LXT;T24U57;T25H22;T25NS3;T25NSJ;T25Y64;T26KIE;T27IAF;T27U96;T28HOM;T28K6X;T28PHS;T28RI5;T29MD1;T29NEF;T29PSX;T30AEN;T30D9G;T31SX8;T31U13;T31VDH;T31YO2;T32IXS;T32P8F;T32SPJ;T32UNL;T32YAJ;T33OPP;T33UEM;T34HYH;T34Y8V;T35QZO;T35R2F;T35YGY;T37VLU;T38IRL;T38T1U;T40DIM;T40G6B;T40MAR;T41B8C;T42EAZ;T42XY2;T43BVC;T43QZ3;T44LWL;T44S1A;T45G32;T45KYV;T45WII;T46AQJ;T46PRA;T46TBY;T46YMA;T47G3X;T47H3O;T47HTN;T47OCS;T47T27;T47WWK;T47X6Y;T49TDM;T49XOZ;T50FHQ;T50HUJ;T50SJ8;T50WOV;T51EKP;T51NKF;T52FC6;T52HO1;T53AOE;T53FD0;T53KY7;T53RK9;T54G8J;T54X6V;T56RMM;T56TXY;T57L0X;T57MP0;T57YL7;T58D39;T58J2Y;T58N83;T59IKQ;T60WNX;T61HH0;T61J7T;T61NZN;T61OY3;T62G0S;T62L0I;T62P0D;T63BQU;T63GUB;T63VZZ;T63YAO;T64BTV;T64UH1;T64W2K;T64X48;T67HXL;T67JR8;T67KTV;T67ZT3;T68BGR;T68NCI;T68O49;T68SE0;T69NNS;T69RXK;T70HTD;T70SFS;T71K92;T73ND5;T73PZA;T74JJN;T74LFK;T75H3W;T75NEV;T76B0A;T76EHP;T76ZOF;T77TY2;T77YFO;T78O6C;T78ZF2;T79WXA;T80GUN;T80MG0;T80OJF;T80PUR;T80R6A;T80TUC;T80U0C;T81BH5;T81I4T;T82JWE;T82LND;T82N70;T83QHM;T83YZD;T84P70;T84VZG;T84W8G;T85AXP;T85U8U;T86CQC;T86ROZ;T86UXL;T86YQL;T87DEX;T87TVN;T88AJI;T88TDZ;T89L4V;T91MKC;T91MLF;T92Q77;T92UWJ;T93R42;T93SFQ;T93VFT;T94FK3;T94FQR;T95A04;T95K0K;T97FEF;T97KL5;T98RXH;T99EYH;T99W15;T99XQ3,1;3;8;10;11;20;60,"0.0,0.0,0.0,1.0,0.0"
益母草,C0709;C0839;C1162;C1217,T02IOG;T03XRZ;T10S5F;T17CZC;T18LX5;T22OPB;T23VMI;T31ZFD;T41TXS;T48TW0;T50SX0;T83QHM;T93WZG,4;8;60;232;233;234,"0.0,0.0,0.0,1.0,0.0"
盒子草,C0063;C0064;C0219;C0381;C0905,T02QBS;T06Q1R;T08Q7W;T09H2Z;T09INZ;T12WTT;T21DZX;T23VMI;T25M2J;T25NSJ;T26KIE;T30VNV;T34DZ7;T39M6J;T42D4V;T44LWL;T49TDM;T60XJI;T64BTV;T64X48;T67KTV;T67ZT3;T69XVX;T79KQO;T80GUN;T83YZD;T84W8G;T88TDZ,0;2;3;4;8;12;19;34,"1.0,1.0,0.0,1.0,1.0"
巴豆,C0189;C0190;C0263;C0285;C0305;C0416;C0524;C0612;C0651;C0685;C0701;C1231,T02DEN;T02H9U;T02YLA;T03NWF;T04V7K;T05M8H;T06RMZ;T07EU4;T07S0E;T07TMB;T07VV7;T08OEP;T08Q7W;T08U92;T09H2Z;T10HL8;T12CH9;T12PIB;T12T4H;T14JSX;T17E95;T17UP9;T19EKF;T19K8W;T19XSL;T19Y64;T20H9F;T21Q0D;T22NX4;T23APZ;T23VMI;T23YZF;T24YWQ;T25NSJ;T25Y64;T25YP8;T26KIE;T27ZME;T29MD1;T30VNV;T31P1D;T32HPO;T33JS5;T34HYH;T34WJB;T36SOV;T37G49;T37JN5;T38AWT;T38K2W;T38WWN;T39PME;T39YFG;T41BXR;T41PB6;T42EAZ;T43BVC;T43NBB;T44LWL;T45RI0;T46PRA;T46YMA;T48UT8;T48YPL;T49J7I;T49ORJ;T49TDM;T50JP5;T50WOV;T51EKP;T51U9M;T51WGR;T52VL6;T53SLQ;T53YWQ;T54WR0;T56OUM;T58J2Y;T58XLK;T61LV9;T62ERY;T62P0D;T62Y4H;T63EMC;T63GUB;T63W5U;T63YAO;T66GX9;T67HYX;T67LRH;T67RBZ;T67ZT3;T68EEP;T68HNO;T68IZC;T69NG6;T69ZIZ;T70HC9;T71GRQ;T71K92;T74JJN;T74KF7;T74LFK;T74WWP;T75B9S;T75EH8;T76AZQ;T76MVQ;T76QBQ;T76TED;T77FOL;T77PFO;T78ILO;T78ZF2;T79WXA;T80GUN;T80OJF;T80WPU;T80XW6;T82ALJ;T83RFH;T83YZD;T84P70;T84Z2I;T85U8U;T88TDZ;T89L4V;T90XYZ;T90ZS8;T91AIW;T91MWA;T91OUC;T91T8I;T93VFT;T94HUW;T95Y0K;T97FEF;T97KFC;T98DNG,0;1;15;16;26;40;89,"1.0,1.0,0.0,0.0,1.0"
海芋,C0072;C0089;C0239;C0242;C0305;C0312;C0377;C0519;C0523;C0548;C0717;C0808;C1162;C1178;C1216;C1220;C1226;C1237;C1241,T00EP2;T00H7Q;T01D27;T01QLH;T02O3F;T02P7Q;T02QBS;T03CZ8;T03NWF;T04H8Y;T04HTN;T04IGS;T04NYZ;T04WT7;T05M8H;T05O6O;T05XOE;T06RMZ;T06VX0;T07EU4;T07TMB;T07TRP;T08OEP;T08Q7W;T08VQQ;T09H2Z;T09INZ;T09KPZ;T09S1E;T10S5F;T11BI7;T11OU8;T12CH9;T12PIB;T14ENF;T15ZAV;T16A2X;T16Q09;T18DUA;T18F9A;T18MOS;T20JZ2;T20MBF;T20RA0;T21EGX;T21Q0D;T22NX4;T22OPB;T23P74;T23RXU;T23VMI;T24C0P;T24LXT;T25NSJ;T25Y64;T25YP8;T26KIE;T27U96;T27ZME;T29MD1;T30D9G;T30TYH;T30VNV;T31P1D;T31U13;T31ZFD;T32R5L;T33JS5;T33OPP;T33OSQ;T34WJB;T35FQV;T35QZO;T36SOV;T38T1U;T39M6J;T39WPZ;T41BXR;T41PB6;T42EAZ;T43BVC;T43R3A;T44LWL;T45RI0;T46AQJ;T46PRA;T46YMA;T48J1U;T49ORJ;T49PL1;T49TDM;T49XOZ;T50GQE;T50JP5;T50SJ8;T50V79;T50WOV;T52H3P;T53AOE;T53KY7;T53RK9;T53YWQ;T54SZZ;T56TXY;T57HGP;T57L0X;T58J2Y;T59DDI;T60GGR;T61SU2;T62Y4H;T63BQU;T63EMC;T63GUB;T63W5U;T63YAO;T64BTV;T64W2K;T66GX9;T67ZT3;T68DAN;T68EEP;T69NG6;T70SFS;T71BDH;T71GRQ;T71K92;T73S71;T74JJN;T74KF7;T74LFK;T74QXI;T75H3W;T75KZ8;T76AZQ;T77TY2;T78O6C;T78ZF2;T79KQO;T79WXA;T80GUN;T80OJF;T80TUC;T81I4T;T82ALJ;T82G3R;T82JWE;T83DDX;T83RFH;T84FSA;T84P70;T84W8G;T84XYQ;T84Z2I;T85U8U;T86UXL;T87QUW;T88AJI;T88BCB;T88E8M;T88HDQ;T88IXL;T88LSZ;T88TDZ;T89L4V;T90ORW;T90RVD;T90ZS8;T91D6X;T91MWA;T91OUC;T92BZ2;T92Q77;T93SFQ;T93VFT;T94H37;T94HUW;T95IYZ;T95QJ9;T95RKQ;T95Y0K;T96OOK;T97FEF;T97KFC;T98DNG;T98RXH;T99EYH;T99W15,3;4;5;8;10;22;35;58;143,"0.0,0.0,0.0,1.0,1.0"
番泻叶,C0164;C0306;C0618;C0881,T01QLH;T02QBS;T06RMZ;T07TMB;T07VO1;T08Q7W;T09H2Z;T09KQF;T10HL8;T10IWJ;T13KGH;T13Z69;T14DX3;T14JSQ;T18DUA;T23VMI;T24LXT;T24U57;T26EZU;T26KIE;T29MD1;T40B7E;T41INV;T48XM4;T48YPL;T49TDM;T50PQ4;T50SX0;T54CIF;T54G8J;T54OSZ;T58J2Y;T59IKQ;T62Y4H;T63BQU;T63FNY;T64BTV;T64W2K;T66WWM;T67HAF;T69XVX;T70YKV;T71BDH;T71K92;T74JJN;T75H3W;T76QBQ;T78ZF2;T79KQO;T80OJF;T80TUC;T82JWE;T84W8G;T85U8U;T86ROZ;T86UXL;T87DEX;T87WYU;T92Q77;T97UTI;T99ARN,0;2;15;20;37;71;179,"0.0,0.0,0.0,1.0,1.0"
杜仲,C0053;C0072;C0073;C0114;C0156;C0164;C0189;C0190;C0215;C0258;C0267;C0285;C0314;C0333;C0349;C0352;C0377;C0416;C0423;C0476;C0485;C0513;C0527;C0528;C0539;C0548;C0594;C0642;C0935;C1030;C1114;C1175;C1178;C1179;C1180;C1203;C1219;C1220;C1231;C1241;C1258,T00CXT;T00EP2;T00H7Q;T00T9M;T01CL0;T01E7W;T01FVG;T01IGB;T01QLH;T01S8U;T02DEN;T02GD4;T02H9U;T02IOG;T02M5I;T02O3F;T02P7Q;T02QBS;T02QZI;T02WMA;T03CZ8;T03IB6;T03VS9;T03YAI;T04A6O;T04H8Y;T04HXV;T04MBA;T04TWI;T04UTZ;T04V7K;T04WT7;T05RAA;T05WWN;T06MQM;T06Q1R;T06RMZ;T06VX0;T07NML;T07TMB;T07VO1;T07VV7;T08DOL;T08Q7W;T08SJX;T08U92;T09AAD;T09DI4;T09GFP;T09H2Z;T09KPZ;T10HL8;T10IWJ;T10KMJ;T10S5F;T11BI7;T11OU8;T11ZYR;T12PIB;T12T4H;T13KGH;T14DX3;T14ENF;T14JSQ;T14JZK;T14LSK;T15ZAV;T16A2X;T16DCZ;T16MRU;T16OQ5;T16Q09;T16UHV;T17CNB;T17CZC;T17UP9;T18CUI;T18DUA;T18MOS;T19CUN;T19XSL;T20H9F;T20JZ2;T20RA0;T21DZX;T21Q0D;T22IMH;T22NX4;T22OPB;T23EWB;T23KDW;T23LHE;T23P74;T23VMI;T23WMS;T24C0P;T24LXT;T24U57;T24YWQ;T25H22;T25NSJ;T25SMR;T25Y64;T26EZU;T26KIE;T27LA6;T27U96;T28EY5;T28PHS;T29B10;T29JA7;T29MD1;T29TYJ;T30D9G;T30L86;T30TYH;T30VNV;T31G6V;T31JWV;T31P1D;T31RKU;T31SX8;T31U13;T32JN2;T32KN9;T32R5L;T32SPJ;T33OPP;T33OSQ;T34DZ7;T34FQX;T34HYH;T34Y7V;T35QZO;T36SOV;T36YWU;T37ADS;T37G49;T37JN5;T37VLU;T37WQE;T38BR0;T38EQ6;T38G9K;T38J3Y;T38K2W;T38OH4;T38OQ4;T38T1U;T38WWN;T39FBA;T39M6J;T39RV3;T39YUJ;T40B7E;T40MJF;T41A4Y;T41BXR;T41INV;T41TXS;T42EAZ;T42PUG;T43G0N;T43LYL;T43N2D;T44LWL;T45G32;T46AQJ;T46K2X;T46NT6;T46YMA;T47H3O;T47WT6;T48NTH;T48XM4;T49J7I;T49ORJ;T49PL1;T49TDM;T49XOZ;T50GQE;T50SJ8;T50SX0;T50VJF;T50WOV;T51EKP;T51IKV;T51K6D;T51U9M;T52CKD;T52T5O;T53AOE;T53ES3;T53KRS;T53RK9;T54CIF;T54G8J;T54N7G;T54OSZ;T54RF5;T54SZZ;T54VQA;T54WR0;T54X6V;T55EFK;T56OUM;T56TXY;T57GP2;T57HGP;T57L0X;T58J2Y;T58TOI;T58XLK;T59IKQ;T60KJ1;T60UPF;T60XS5;T61DYZ;T61OY3;T61QXV;T61SU2;T62ERY;T62P0D;T63BQU;T63DP6;T63FNY;T63GUB;T63YAO;T64BPL;T64BTV;T64UH1;T64W2K;T64X48;T65JYL;T65S3S;T66BXF;T66S13;T66WWM;T67HAF;T67JME;T67JR8;T67LQK;T67MQU;T67RBZ;T67UWO;T67X1L;T67ZT3;T68BGR;T68IZC;T68OIU;T68SE0;T68XXK;T69NG6;T69RXK;T69XVX;T70B7U;T70HC9;T70HTD;T70LAB;T70OGQ;T70SFS;T70YKV;T71BDH;T71GRQ;T71K92;T71KM2;T71ZSO;T72BXP;T73EVE;T73HMK;T73LPO;T74D4Y;T74I49;T74JJN;T74LFK;T74P7I;T74QOR;T74QXI;T75B9S;T75EH8;T75H3W;T75HMM;T76AZQ;T76CGR;T76NQY;T76QBQ;T76TED;T77FOL;T77PFO;T77TY2;T77UWH;T78EXU;T78ILO;T78VUO;T78ZF2;T79KQO;T79UQC;T79WXA;T80GUN;T80OJF;T80OPZ;T80TUC;T80U0C;T80WPU;T80XW6;T81I4T;T81MSV;T82ALJ;T82I7J;T82JWE;T82S6C;T83DDX;T83QHM;T83Y39;T83YZD;T84CEG;T84P70;T84TJB;T84VZG;T84W8G;T85AXP;T85JI5;T85U8U;T86D6K;T86O9J;T86ROZ;T86UXL;T87C5Q;T87DEX;T87QUW;T87WH7;T87WYU;T88AJI;T88B8X;T88BCB;T88QQE;T88TDZ;T89L4V;T90QV5;T90XYZ;T90ZKN;T91EAB;T91KTQ;T91MKC;T91N2D;T91OUC;T91T8I;T92BZ2;T92Q77;T93NTV;T93O6K;T93PLN;T93R42;T93SFQ;T93VFT;T93WZG;T94H37;T94S85;T94YOD;T95H9O;T95IYZ;T96OOK;T97ESI;T97FEF;T98DNG;T98RXH;T99ARN;T99EYH;T99W15;T99XQ3,0;1;15;16;21;26;35;176,"0.0,0.0,0.0,1.0,0.0"
地椒,C0113;C0144;C0294;C0471;C1178;C1234,T01E8J;T01QLH;T02GMU;T04H8Y;T05V67;T06RMZ;T07VO1;T08VQQ;T11GHO;T11TKN;T13DVU;T14ENF;T14R01;T15ZAV;T16CFE;T21K0F;T21Q0D;T23P74;T23VMI;T25H22;T28PHS;T30C1L;T35OPL;T38OH4;T38T1U;T38WWN;T44AEN;T44GAO;T44X5B;T47DYR;T49PL1;T50MQN;T50SJ8;T50V79;T53AOE;T55TEP;T56FPY;T58CPZ;T59L1E;T61DYZ;T61M4P;T62FNY;T63BQU;T63YAO;T64BTV;T66IUC;T67U3B;T68OIU;T69CTT;T71K92;T73S71;T74LFK;T75NEV;T75SPS;T75ZQD;T77VME;T78ZF2;T79TJS;T79UHV;T80SD7;T80TUC;T80XW6;T81DYL;T82JWE;T84AR4;T85U8U;T86TYE;T88AJI;T89EW0;T90K33;T91X8E;T92MGC;T93SFQ;T93VFT;T94H37;T95EU5;T95Y0K;T98RXH;T99EYH,0;10;22;41;58;67,"0.0,0.0,0.0,0.0,1.0"
蒺藜,C0073;C0115,T08SJX;T16UHV;T18CUI;T21DZX;T22OPB;T25Y64;T38J3Y;T38OQ4;T39NFM;T39RV3;T54CIF;T60UPF;T66S13;T69RXK;T81I4T;T83YZD;T92BZ2,4;8;10;11;18;22,"0.0,1.0,1.0,1.0,1.0"
斑蝥,C0189;C0190;C0263;C0285;C0305;C0416;C0524;C0612;C0651;C0701;C1231,T02DEN;T02H9U;T02YLA;T03NWF;T04V7K;T05M8H;T06RMZ;T07EU4;T07S0E;T07TMB;T07VV7;T08OEP;T08Q7W;T08U92;T09H2Z;T10HL8;T12CH9;T12PIB;T12T4H;T14JSX;T17E95;T17UP9;T19EKF;T19K8W;T19XSL;T19Y64;T20H9F;T21Q0D;T22NX4;T23APZ;T23VMI;T23YZF;T24YWQ;T25NSJ;T25Y64;T25YP8;T26KIE;T27ZME;T29MD1;T30VNV;T31P1D;T32HPO;T33JS5;T34HYH;T34WJB;T36SOV;T37G49;T37JN5;T38AWT;T38K2W;T38WWN;T39PME;T39YFG;T41BXR;T41PB6;T42EAZ;T43BVC;T43NBB;T44LWL;T45RI0;T46PRA;T46YMA;T48UT8;T48YPL;T49J7I;T49ORJ;T49TDM;T50JP5;T50WOV;T51EKP;T51U9M;T51WGR;T52VL6;T53SLQ;T53YWQ;T54WR0;T56OUM;T58J2Y;T58XLK;T61LV9;T62ERY;T62P0D;T62Y4H;T63EMC;T63GUB;T63W5U;T63YAO;T66GX9;T67HYX;T67LRH;T67RBZ;T67ZT3;T68EEP;T68HNO;T68IZC;T69NG6;T69ZIZ;T70HC9;T71GRQ;T71K92;T74JJN;T74KF7;T74LFK;T74WWP;T75EH8;T76AZQ;T76MVQ;T76QBQ;T76TED;T77FOL;T77PFO;T78ILO;T78ZF2;T79WXA;T80GUN;T80OJF;T80WPU;T80XW6;T82ALJ;T83RFH;T83YZD;T84P70;T84Z2I;T85U8U;T88TDZ;T89L4V;T90XYZ;T90ZS8;T91AIW;T91MWA;T91OUC;T91T8I;T93VFT;T94HUW;T95Y0K;T97FEF;T97KFC;T98DNG,2;3;8;15;16;43;279;280;281,"1.0,1.0,1.0,1.0,1.0"
北豆根,C0621;C0720;C0778,T00VON;T07TMB;T09H2Z;T23VMI;T24LXT;T33OPP;T37PX5;T38FFJ;T50WOV;T63BQU;T64BTV;T67X1L;T78ZF2;T85U8U;T93WZG,2;5;8;22;51;55;81;189;190;191,"0.0,0.0,1.0,0.0,0.0"
露蜂房,C0337,T01QLH;T02QBS;T05O6O;T06RMZ;T09H2Z;T11BI7;T13QI6;T16A2X;T16MRU;T17E95;T23P74;T23VMI;T30D9G;T33OSQ;T49TDM;T51WML;T53AOE;T54G8J;T65JYL;T71BDH;T71GZE;T71K92;T73LPO;T79TJS;T83YZD;T85U8U;T88TDZ;T90XYZ;T92FAW,1;5;11;15;16;81;187,"0.0,1.0,1.0,0.0,0.0"
披麻草根,C0039;C0046;C0114;C0133;C0291;C0420;C0502;C0526;C0752;C1231;C1241,T01JSX;T01QLH;T02P7Q;T03CZ8;T06MXL;T06Q1R;T06RMZ;T10KMJ;T11BI7;T12PIB;T12T4H;T13KGH;T14AON;T16A2X;T17UP9;T18LX5;T20JZ2;T21K0F;T22NX4;T22OPB;T23VMI;T24CYX;T25H22;T25Y64;T26KIE;T27LA6;T28PHS;T29MD1;T32UNL;T33OPP;T34HYH;T42EAZ;T42FMQ;T43N2D;T46AQJ;T47H3O;T48XM4;T49XOZ;T50WOV;T54CIF;T54SZZ;T58J2Y;T58XLK;T62ERY;T62F1Y;T64UH1;T69ESY;T71K92;T74JJN;T74LFK;T76AZQ;T76EHP;T79KQO;T79WXA;T80U0C;T81BH5;T83YZD;T84P70;T84VZG;T85U8U;T86ROZ;T87WYU;T91T8I;T92X7D;T93SFQ;T95LIF;T95Y0K;T97FEF;T98RXH,0;1;2;15;16;179;249;250,"0.0,1.0,1.0,0.0,1.0"
朱砂莲,C0291,T32UNL,0;8;15;16;26;47;88,"0.0,0.0,1.0,1.0,1.0"
榼藤,C0014;C0064;C0065;C0072;C0104;C0159;C0164;C0189;C0190;C0204;C0228;C0231;C0240;C0245;C0258;C0259;C0262;C0263;C0277;C0283;C0285;C0287;C0291;C0308;C0333;C0340;C0344;C0352;C0363;C0365;C0371;C0383;C0390;C0412;C0416;C0420;C0423;C0450;C0455;C0457;C0479;C0483;C0504;C0513;C0522;C0547;C0548;C0709;C0813;C0839;C0863;C0867;C1162;C1176;C1178;C1193;C1201;C1203;C1246,T00CXT;T00EP2;T00H7Q;T00HDE;T00T99;T00T9M;T00YMY;T01CL0;T01E7W;T01E8J;T01FVG;T01IGB;T01JSX;T01QB9;T01QLH;T01QZQ;T01SRY;T01Z6D;T02DEN;T02FO3;T02H9U;T02HZD;T02IOG;T02M5I;T02O3F;T02QBS;T02WMA;T02WX3;T02XPT;T02YLA;T03CZ8;T03G09;T03NWF;T03R4V;T03U05;T03VS9;T03XRZ;T03YAI;T04GJ1;T04HXV;T04LY5;T04MBA;T04PM9;T04TWI;T04V7K;T05O6O;T05OGW;T05PKX;T05RAA;T05WWN;T06MQM;T06MXL;T06Q1R;T06QUL;T06RMZ;T06VX0;T06VYG;T07BRZ;T07NML;T07S0E;T07TMB;T07VO1;T07VV7;T08DOL;T08JAV;T08Q7W;T08U92;T08VQQ;T08W1L;T09AAD;T09DI4;T09GFP;T09H2Z;T09INZ;T09KPZ;T09KQF;T10FOS;T10HL8;T10I26;T10IWJ;T10OIU;T10S5F;T11BI7;T11FH6;T11GHO;T11HTL;T11OU8;T11ZYR;T12IEI;T12PIB;T12T4H;T13I7C;T13KGH;T13LKL;T13NLM;T13QI6;T13WH4;T13YN2;T14DX3;T14ENF;T14JSQ;T14JSX;T14JZK;T15I0F;T15P3B;T15VAS;T16A2X;T16IWB;T16KVU;T16MRU;T16OQ5;T16Q09;T16S8T;T17CNB;T17CZC;T17E49;T17LB4;T17TKM;T17UP9;T18DUA;T18LX5;T18MOS;T18RS6;T18UDY;T18VDI;T18YXD;T19BO9;T19CUN;T19EKF;T19JEU;T19K8W;T19RMS;T19XSL;T20H9F;T20JZ2;T20PAH;T20RA0;T20W1O;T21CMG;T21DZX;T21EGX;T21Q0D;T21UJU;T21YOI;T22BYF;T22H7B;T22IMH;T22J9V;T22NX4;T22OPB;T22ZML;T23APZ;T23KDW;T23LHE;T23OTN;T23P74;T23RWU;T23VMI;T23WMS;T23YZF;T23Z2G;T24C0P;T24D36;T24F1A;T24LWC;T24LXT;T24U57;T24YWQ;T25H22;T25M2J;T25NSJ;T25Y64;T25YP8;T26EZU;T26KIE;T26RYP;T27IAF;T27IR2;T27LA6;T27S6H;T28BLO;T28EY5;T28HCY;T28HOM;T28IEO;T28K6X;T28PHS;T28WZ9;T29B10;T29JA7;T29MD1;T29TYJ;T29WP4;T30D9G;T30KQB;T30L86;T30UDV;T30VA7;T30VLU;T30VNV;T31EJG;T31G6V;T31JWV;T31RKU;T31SX8;T31U13;T31ZFD;T32HPO;T32IXS;T32JN2;T32OC4;T32REB;T32UNL;T32UXD;T32YAJ;T33BVS;T33F8F;T33JS5;T33OPP;T33OSQ;T34AW3;T34DZ7;T34HYH;T34X07;T34Y7V;T35OPL;T35QZO;T36B1Q;T36RGT;T36SOV;T36TO2;T37ADS;T37G49;T37JN5;T37PX5;T37SV3;T37VLU;T37WU9;T38BR0;T38EQ6;T38EXQ;T38G9K;T38K2W;T38N54;T38N69;T38OH4;T38T1U;T38WWN;T39FBA;T39M6J;T39M81;T39NFM;T39YFG;T40B7E;T40DIM;T40EUL;T40JMU;T40JZG;T40NB1;T40YVZ;T41BXR;T41BYM;T41I9Y;T41INV;T41S16;T41TXS;T42EAZ;T42HHN;T42HTA;T42PUG;T43BVC;T43G0N;T43LYL;T43N2D;T43NBB;T43SM9;T43WIP;T44BWE;T44LWL;T44S1A;T45G32;T45LZI;T45X9Z;T46AQJ;T46K2X;T46NT6;T46YMA;T47DIY;T47G3X;T47H3O;T47HTN;T47MPW;T47WT6;T47YVM;T48J1U;T48TW0;T48UT8;T48XM4;T48YPL;T49J7I;T49ORJ;T49PL1;T49TDM;T50S1H;T50SJ8;T50SX0;T50V79;T50VJF;T50WOV;T51EKP;T51IKV;T51K6D;T51MC7;T51MEE;T51MX9;T51U9M;T51WGR;T51YUR;T52CKD;T52NOH;T52T5O;T52UTG;T52VL6;T53AOE;T53GFX;T53IT9;T53MUA;T53MV1;T53QS9;T53SLQ;T53YWQ;T54CIF;T54G8J;T54N7G;T54OSZ;T54RF5;T54RPK;T54SZZ;T54VQA;T54WR0;T54X6V;T55A2Y;T55EFK;T55EIL;T55IBP;T55TEP;T56OUM;T56QUH;T56TXY;T57GP2;T57L0X;T57YL7;T58CAO;T58D39;T58FWN;T58J2Y;T58JEK;T58K62;T58XLK;T59DDI;T59EBF;T59IKQ;T59LQ9;T60KJ1;T60KU1;T60UPF;T60XS5;T61DYZ;T61QXV;T62KUY;T62P0D;T62QDU;T62Y4H;T63BQU;T63DP6;T63EMC;T63FNY;T63GUB;T63RJO;T63V6Q;T63W0D;T63YAO;T64BPL;T64BTV;T64E3A;T64P00;T64UH1;T64W2K;T65JYL;T65S3S;T66BXF;T66JU3;T66WWM;T67HAF;T67HYX;T67JME;T67JR8;T67KTV;T67LRH;T67MQU;T67OMA;T67RBZ;T67X1L;T67ZT3;T68BGR;T68CKY;T68DAN;T68EEP;T68IZC;T68M1D;T68OIU;T68SE0;T68XO1;T69ESY;T69NG6;T69RXK;T69VYP;T69XEM;T69XVX;T70B7U;T70CEJ;T70EB9;T70HC9;T70HTD;T70KPE;T70LAB;T70SFS;T70U24;T70VMI;T70YKV;T71BDH;T71GRQ;T71K92;T71PEL;T72BXP;T72QH0;T73LPO;T73S71;T74D4Y;T74ETU;T74I49;T74JJN;T74LFK;T74QXI;T74SS7;T74V1Z;T74VZV;T74WWP;T75A0Y;T75B9S;T75EH8;T75F65;T75H3W;T75HMM;T76AZQ;T76B0A;T76CGR;T76GLY;T76HDG;T76NQY;T76QBQ;T76TED;T76WHR;T77FOL;T77M4W;T77PFO;T77TY2;T77UWH;T78EMM;T78EXU;T78ILO;T78MBM;T78PK3;T78VUO;T78ZF2;T79KQO;T79UQC;T79VME;T79WXA;T80GUN;T80O6V;T80OJF;T80R6A;T80TUC;T80WPU;T80XW6;T81I4T;T81KAJ;T81MSV;T82ALJ;T82D6U;T82JWE;T82S6C;T83F53;T83P5X;T83QHM;T83QKS;T83TMF;T83YZD;T84CEG;T84FSA;T84G6T;T84P70;T84TJB;T84W8G;T85AXP;T85CC2;T85JI5;T85K8L;T85S9Z;T85U8U;T86CQC;T86O9J;T86ROZ;T86UJG;T86UXL;T86WBI;T86YQL;T87DEX;T87DGB;T87JTM;T87O4D;T87UKX;T87WYU;T88AJI;T88B8X;T88BCB;T88ER9;T88H0Y;T88LSZ;T88QQE;T88TDZ;T89GCM;T89L4V;T90ADC;T90QGN;T90QV5;T90XYZ;T90ZKN;T91EAB;T91KTQ;T91MKC;T91OUC;T92BZ2;T92E71;T92EME;T92HNO;T92LK2;T92Q77;T92UWJ;T92WFW;T93NTV;T93QP3;T93R42;T93SFQ;T93VFT;T93WZG;T93YV8;T94H37;T94RQ2;T94S85;T94WHJ;T94YOD;T95A39;T95GWW;T95H9O;T95IYZ;T95LIF;T95M9K;T95Y0K;T96HZ7;T96L4T;T96N1K;T96OOK;T96PBE;T96ZVQ;T97ESI;T97F4Y;T97FEF;T97VB6;T98DNG;T98JPP;T98QOA;T98SBW;T99ARN;T99EYH;T99NM4;T99V1T;T99XQ3,1;2;15;16;87;275;276;277;278,"0.0,1.0,1.0,1.0,0.0"
露蕊乌头,C0285;C0479;C0524;C1166,T06VX0;T07VV7;T08U92;T09INZ;T16X77;T22NX4;T23VMI;T24YWQ;T26KIE;T31EJG;T34HYH;T35QZO;T36HAE;T47H3O;T49ORJ;T49TDM;T51EKP;T56OUM;T58J2Y;T61LV9;T67KTV;T67ZT3;T68HNO;T68SE0;T69NG6;T70KPE;T71K92;T76MVQ;T76QBQ;T79WXA;T80TUC;T80WPU;T89GFN;T98QOA,0;11;15;20;49;50,"1.0,1.0,1.0,1.0,1.0"
